,Cam,Police,Population,Visibility,Safety
1701,May Be,No,Low,Low,0
1702,May Be,No,Low,Low,0
1703,May Be,No,Low,Low,0
1704,May Be,No,Low,Low,0
1705,May Be,No,Low,Low,0
1706,May Be,No,Low,Low,0
1707,May Be,No,Low,Low,0
1708,May Be,No,Low,Low,0
1709,May Be,No,Low,Low,0
1710,May Be,No,Low,Low,0
1711,May Be,No,Low,Low,0
1712,May Be,No,Low,Low,0
1713,May Be,No,Low,Low,0
1714,May Be,No,Low,Low,0
1715,May Be,No,Low,Low,0
1716,May Be,No,Low,Low,0
1717,May Be,No,Low,Low,0
1718,May Be,No,Low,Moderate,0
1719,May Be,No,Low,Moderate,0
1720,May Be,No,Low,Moderate,0
1721,May Be,No,Low,Moderate,0
1722,May Be,No,Low,Moderate,0
1723,May Be,No,Low,Moderate,0
1724,May Be,No,Low,Moderate,0
1725,May Be,No,Low,Moderate,0
1726,May Be,No,Low,Moderate,0
1727,May Be,No,Low,Moderate,0
1728,May Be,No,Low,Moderate,0
1729,May Be,No,Low,Moderate,0
1730,May Be,No,Low,Moderate,0
1731,May Be,No,Low,Moderate,0
1732,May Be,No,Low,Moderate,0
1733,May Be,No,Low,Moderate,0
1734,May Be,No,Low,Moderate,0
1735,May Be,No,Low,Moderate,0
1736,May Be,No,Low,Moderate,0
1737,May Be,No,Low,Moderate,0
1738,May Be,No,Low,Moderate,0
1739,May Be,No,Low,Moderate,0
1740,May Be,No,Low,Moderate,0
1741,May Be,No,Low,Moderate,0
1742,May Be,No,Low,Moderate,0
1743,May Be,No,Low,Moderate,0
1744,May Be,No,Low,Moderate,0
1745,May Be,No,Low,Moderate,0
1746,May Be,No,Low,Moderate,0
1747,May Be,No,Low,Moderate,0
1748,May Be,No,Low,Moderate,0
1749,May Be,No,Low,Moderate,0
1750,May Be,No,Low,Moderate,0
1751,May Be,No,Low,Moderate,0
1752,May Be,No,Low,Moderate,0
1753,May Be,No,Low,Moderate,0
1754,May Be,No,Low,Moderate,0
1755,May Be,No,Low,Moderate,0
1756,May Be,No,Low,Moderate,0
1757,May Be,No,Low,Moderate,0
1758,May Be,No,Low,Moderate,0
1759,May Be,No,Low,Moderate,0
1760,May Be,No,Low,Moderate,0
1761,May Be,No,Low,Moderate,0
1762,May Be,No,Low,Moderate,0
1763,May Be,No,Low,Moderate,0
1764,May Be,No,Low,Moderate,0
1765,May Be,No,Low,Moderate,0
1766,May Be,No,Low,Moderate,0
1767,May Be,No,Low,Moderate,0
1768,May Be,No,Low,Moderate,0
1769,May Be,No,Low,Moderate,0
1770,May Be,No,Low,Moderate,0
1771,May Be,No,Low,Moderate,0
1772,May Be,No,Low,Moderate,0
1773,May Be,No,Low,Moderate,0
1774,May Be,No,Low,Moderate,0
1775,May Be,No,Low,Moderate,0
1776,May Be,No,Low,Moderate,0
1777,May Be,No,Low,Moderate,0
1778,May Be,No,Low,Moderate,0
1779,May Be,No,Low,Moderate,0
1780,May Be,No,Low,Moderate,0
1781,May Be,No,Low,Moderate,0
1782,May Be,No,Low,Moderate,0
1783,May Be,No,Low,Moderate,0
1784,May Be,No,Low,Moderate,0
1785,May Be,No,Low,Moderate,0
1786,May Be,No,Low,Moderate,0
1787,May Be,No,Low,Moderate,0
1788,May Be,No,Low,Moderate,0
1789,May Be,No,Low,Moderate,0
1790,May Be,No,Low,Moderate,0
1791,May Be,No,Low,Moderate,0
1792,May Be,No,Low,Moderate,0
1793,May Be,No,Low,Moderate,0
1794,May Be,No,Low,Moderate,0
1795,May Be,No,Low,Moderate,0
1796,May Be,No,Low,Moderate,0
1797,May Be,No,Low,Moderate,0
1798,May Be,No,Low,Moderate,0
1799,May Be,No,Low,Moderate,0
1800,May Be,No,Low,Moderate,0
1801,May Be,No,Low,Moderate,0
1802,May Be,No,Low,Moderate,0
1803,May Be,No,Low,Moderate,0
1804,May Be,No,Low,Moderate,0
1805,May Be,No,Low,Moderate,0
1806,May Be,No,Low,Moderate,0
1807,May Be,No,Low,Moderate,0
1808,May Be,No,Low,Moderate,0
1809,May Be,No,Low,Moderate,0
1810,May Be,No,Low,Moderate,0
1811,May Be,No,Low,Moderate,0
1812,May Be,No,Low,Moderate,0
1813,May Be,No,Low,Moderate,0
1814,May Be,No,Low,Moderate,0
1815,May Be,No,Low,Moderate,0
1816,May Be,No,Low,Moderate,0
1817,May Be,No,Low,Moderate,0
1818,May Be,No,Low,Moderate,0
1819,May Be,No,Low,Moderate,0
1820,May Be,No,Low,Moderate,0
1821,May Be,No,Low,Moderate,0
1822,May Be,No,Low,Moderate,0
1823,May Be,No,Low,Moderate,0
1824,May Be,No,Low,Moderate,0
1825,May Be,No,Low,Moderate,0
1826,May Be,No,Low,Moderate,0
1827,May Be,No,Low,Moderate,0
1828,May Be,No,Low,Moderate,0
1829,May Be,No,Low,High,2
1830,May Be,No,Low,High,2
1831,May Be,No,Low,High,2
1832,May Be,No,Low,High,2
1833,May Be,No,Low,High,2
1834,May Be,No,Low,High,2
1835,May Be,No,Low,High,2
1836,May Be,No,Low,High,2
1837,May Be,No,Low,High,2
1838,May Be,No,Low,High,2
1839,May Be,No,Low,High,2
1840,May Be,No,Low,High,2
1841,May Be,No,Low,High,2
1842,May Be,No,Low,High,2
1843,May Be,No,Low,High,2
1844,May Be,No,Low,High,2
1845,May Be,No,Low,High,2
1846,May Be,No,Low,High,2
1847,May Be,No,Low,High,2
1848,May Be,No,Low,High,2
1849,May Be,No,Low,High,2
1850,May Be,No,Low,High,2
1851,May Be,No,Low,High,2
1852,May Be,No,Low,High,2
1853,May Be,No,Low,High,2
1854,May Be,No,Low,High,2
1855,May Be,No,Low,High,2
1856,May Be,No,Low,High,2
1857,May Be,No,Low,High,2
1858,May Be,No,Low,High,2
1859,May Be,No,Low,High,2
1860,May Be,No,Low,High,2
1861,May Be,No,Low,High,2
1862,May Be,No,Low,High,2
1863,May Be,No,Low,High,2
1864,May Be,No,Low,High,2
1865,May Be,No,Low,High,2
1866,May Be,No,Low,High,2
1867,May Be,No,Low,High,2
1868,May Be,No,Low,High,2
1869,May Be,No,Low,High,2
1870,May Be,No,Low,High,2
1871,May Be,No,Low,High,2
1872,May Be,No,Moderate,Low,0
1873,May Be,No,Moderate,Low,0
1874,May Be,No,Moderate,Low,0
1875,May Be,No,Moderate,Low,0
1876,May Be,No,Moderate,Low,0
1877,May Be,No,Moderate,Low,0
1878,May Be,No,Moderate,Low,0
1879,May Be,No,Moderate,Low,0
1880,May Be,No,Moderate,Low,0
1881,May Be,No,Moderate,Low,0
1882,May Be,No,Moderate,Low,0
1883,May Be,No,Moderate,Low,0
1884,May Be,No,Moderate,Low,0
1885,May Be,No,Moderate,Low,0
1886,May Be,No,Moderate,Low,0
1887,May Be,No,Moderate,Low,0
1888,May Be,No,Moderate,Low,0
1889,May Be,No,Moderate,Low,0
1890,May Be,No,Moderate,Low,0
1891,May Be,No,Moderate,Low,0
1892,May Be,No,Moderate,Low,0
1893,May Be,No,Moderate,Low,0
1894,May Be,No,Moderate,Low,0
1895,May Be,No,Moderate,Low,0
1896,May Be,No,Moderate,Low,0
1897,May Be,No,Moderate,Low,0
1898,May Be,No,Moderate,Low,0
1899,May Be,No,Moderate,Low,0
1900,May Be,No,Moderate,Low,0
1901,May Be,No,Moderate,Low,0
1902,May Be,No,Moderate,Low,0
1903,May Be,No,Moderate,Low,0
1904,May Be,No,Moderate,Low,0
1905,May Be,No,Moderate,Low,0
1906,May Be,No,Moderate,Low,0
1907,May Be,No,Moderate,Low,0
1908,May Be,No,Moderate,Low,0
1909,May Be,No,Moderate,Low,0
1910,May Be,No,Moderate,Low,0
1911,May Be,No,Moderate,Low,0
1912,May Be,No,Moderate,Low,0
1913,May Be,No,Moderate,Low,0
1914,May Be,No,Moderate,Low,0
1915,May Be,No,Moderate,Low,0
1916,May Be,No,Moderate,Low,0
1917,May Be,No,Moderate,Low,0
1918,May Be,No,Moderate,Low,0
1919,May Be,No,Moderate,Low,0
1920,May Be,No,Moderate,Low,0
1921,May Be,No,Moderate,Low,0
1922,May Be,No,Moderate,Low,0
1923,May Be,No,Moderate,Low,0
1924,May Be,No,Moderate,Low,0
1925,May Be,No,Moderate,Low,0
1926,May Be,No,Moderate,Low,0
1927,May Be,No,Moderate,Low,0
1928,May Be,No,Moderate,Low,0
1929,May Be,No,Moderate,Low,0
1930,May Be,No,Moderate,Low,0
1931,May Be,No,Moderate,Low,0
1932,May Be,No,Moderate,Low,0
1933,May Be,No,Moderate,Low,0
1934,May Be,No,Moderate,Low,0
1935,May Be,No,Moderate,Low,0
1936,May Be,No,Moderate,Low,0
1937,May Be,No,Moderate,Low,0
1938,May Be,No,Moderate,Low,0
1939,May Be,No,Moderate,Low,0
1940,May Be,No,Moderate,Low,0
1941,May Be,No,Moderate,Low,0
1942,May Be,No,Moderate,Low,0
1943,May Be,No,Moderate,Low,0
1944,May Be,No,Moderate,Low,0
1945,May Be,No,Moderate,Low,0
1946,May Be,No,Moderate,Low,0
1947,May Be,No,Moderate,Low,0
1948,May Be,No,Moderate,Low,0
1949,May Be,No,Moderate,Low,0
1950,May Be,No,Moderate,Low,0
1951,May Be,No,Moderate,Low,0
1952,May Be,No,Moderate,Low,0
1953,May Be,No,Moderate,Low,0
1954,May Be,No,Moderate,Low,0
1955,May Be,No,Moderate,Low,0
1956,May Be,No,Moderate,Low,0
1957,May Be,No,Moderate,Low,0
1958,May Be,No,Moderate,Low,0
1959,May Be,No,Moderate,Low,0
1960,May Be,No,Moderate,Low,0
1961,May Be,No,Moderate,Low,0
1962,May Be,No,Moderate,Low,0
1963,May Be,No,Moderate,Low,0
1964,May Be,No,Moderate,Low,0
1965,May Be,No,Moderate,Low,0
1966,May Be,No,Moderate,Low,0
1967,May Be,No,Moderate,Low,0
1968,May Be,No,Moderate,Low,0
1969,May Be,No,Moderate,Low,0
1970,May Be,No,Moderate,Low,0
1971,May Be,No,Moderate,Low,0
1972,May Be,No,Moderate,Low,0
1973,May Be,No,Moderate,Low,0
1974,May Be,No,Moderate,Low,0
1975,May Be,No,Moderate,Low,0
1976,May Be,No,Moderate,Low,0
1977,May Be,No,Moderate,Low,0
1978,May Be,No,Moderate,Low,0
1979,May Be,No,Moderate,Low,0
1980,May Be,No,Moderate,Low,0
1981,May Be,No,Moderate,Low,0
1982,May Be,No,Moderate,Low,0
1983,May Be,No,Moderate,Moderate,1
1984,May Be,No,Moderate,Moderate,1
1985,May Be,No,Moderate,Moderate,1
1986,May Be,No,Moderate,Moderate,1
1987,May Be,No,Moderate,Moderate,1
1988,May Be,No,Moderate,Moderate,1
1989,May Be,No,Moderate,Moderate,1
1990,May Be,No,Moderate,Moderate,1
1991,May Be,No,Moderate,Moderate,1
1992,May Be,No,Moderate,Moderate,1
1993,May Be,No,Moderate,Moderate,1
1994,May Be,No,Moderate,Moderate,1
1995,May Be,No,Moderate,Moderate,1
1996,May Be,No,Moderate,Moderate,1
1997,May Be,No,Moderate,Moderate,1
1998,May Be,No,Moderate,Moderate,1
1999,May Be,No,Moderate,Moderate,1
2000,May Be,No,Moderate,Moderate,1
2001,May Be,No,Moderate,Moderate,1
2002,May Be,No,Moderate,Moderate,1
2003,May Be,No,Moderate,Moderate,1
2004,May Be,No,Moderate,Moderate,1
2005,May Be,No,Moderate,Moderate,1
2006,May Be,No,Moderate,Moderate,1
2007,May Be,No,Moderate,Moderate,1
2008,May Be,No,Moderate,Moderate,1
2009,May Be,No,Moderate,Moderate,1
2010,May Be,No,Moderate,Moderate,1
2011,May Be,No,Moderate,Moderate,1
2012,May Be,No,Moderate,Moderate,1
2013,May Be,No,Moderate,Moderate,1
2014,May Be,No,Moderate,Moderate,1
2015,May Be,No,Moderate,Moderate,1
2016,May Be,No,Moderate,Moderate,1
2017,May Be,No,Moderate,Moderate,1
2018,May Be,No,Moderate,Moderate,1
2019,May Be,No,Moderate,Moderate,1
2020,May Be,No,Moderate,Moderate,1
2021,May Be,No,Moderate,Moderate,1
2022,May Be,No,Moderate,Moderate,1
2023,May Be,No,Moderate,Moderate,1
2024,May Be,No,Moderate,Moderate,1
2025,May Be,No,Moderate,Moderate,1
2026,May Be,No,Moderate,Moderate,1
2027,May Be,No,Moderate,Moderate,1
2028,May Be,No,Moderate,Moderate,1
2029,May Be,No,Moderate,Moderate,1
2030,May Be,No,Moderate,Moderate,1
2031,May Be,No,Moderate,Moderate,1
2032,May Be,No,Moderate,Moderate,1
2033,May Be,No,Moderate,High,3
2034,May Be,No,Moderate,High,3
2035,May Be,No,Moderate,High,3
2036,May Be,No,Moderate,High,3
2037,May Be,No,Moderate,High,3
2038,May Be,No,Moderate,High,3
2039,May Be,No,Moderate,High,3
2040,May Be,No,Moderate,High,3
2041,May Be,No,Moderate,High,3
2042,May Be,No,Moderate,High,3
2043,May Be,No,Moderate,High,3
2044,May Be,No,Moderate,High,3
2045,May Be,No,Moderate,High,3
2046,May Be,No,Moderate,High,3
2047,May Be,No,Moderate,High,3
2048,May Be,No,Moderate,High,3
2049,May Be,No,Moderate,High,3
2050,May Be,No,Moderate,High,3
2051,May Be,No,Moderate,High,3
2052,May Be,No,Moderate,High,3
2053,May Be,No,Moderate,High,3
2054,May Be,No,Moderate,High,3
2055,May Be,No,Moderate,High,3
2056,May Be,No,Moderate,High,3
2057,May Be,No,Moderate,High,3
2058,May Be,No,Moderate,High,3
2059,May Be,No,Moderate,High,3
2060,May Be,No,Moderate,High,3
2061,May Be,No,Moderate,High,3
2062,May Be,No,Moderate,High,3
2063,May Be,No,Moderate,High,3
2064,May Be,No,Moderate,High,3
2065,May Be,No,Moderate,High,3
2066,May Be,No,Moderate,High,3
2067,May Be,No,Moderate,High,3
2068,May Be,No,Moderate,High,3
2069,May Be,No,Moderate,High,3
2070,May Be,No,Moderate,High,3
2071,May Be,No,Moderate,High,3
2072,May Be,No,Moderate,High,3
2073,May Be,No,Moderate,High,3
2074,May Be,No,Moderate,High,3
2075,May Be,No,Moderate,High,3
2076,May Be,No,Moderate,High,3
2077,May Be,No,Moderate,High,3
2078,May Be,No,Moderate,High,3
2079,May Be,No,Moderate,High,3
2080,May Be,No,Moderate,High,3
2081,May Be,No,Moderate,High,3
2082,May Be,No,Moderate,High,3
2083,May Be,No,Moderate,High,3
2084,May Be,No,Moderate,High,3
2085,May Be,No,Moderate,High,3
2086,May Be,No,Moderate,High,3
2087,May Be,No,Moderate,High,3
2088,May Be,No,Moderate,High,3
2089,May Be,No,Moderate,High,3
2090,May Be,No,Moderate,High,3
2091,May Be,No,Moderate,High,3
2092,May Be,No,High,Low,1
2093,May Be,No,High,Low,1
2094,May Be,No,High,Low,1
2095,May Be,No,High,Low,1
2096,May Be,No,High,Low,1
2097,May Be,No,High,Low,1
2098,May Be,No,High,Low,1
2099,May Be,No,High,Low,1
2100,May Be,No,High,Low,1
2101,May Be,No,High,Low,1
2102,May Be,No,High,Low,1
2103,May Be,No,High,Low,1
2104,May Be,No,High,Low,1
2105,May Be,No,High,Low,1
2106,May Be,No,High,Low,1
2107,May Be,No,High,Low,1
2108,May Be,No,High,Low,1
2109,May Be,No,High,Low,1
2110,May Be,No,High,Low,1
2111,May Be,No,High,Low,1
2112,May Be,No,High,Low,1
2113,May Be,No,High,Low,1
2114,May Be,No,High,Low,1
2115,May Be,No,High,Low,1
2116,May Be,No,High,Low,1
2117,May Be,No,High,Low,1
2118,May Be,No,High,Low,1
2119,May Be,No,High,Low,1
2120,May Be,No,High,Low,1
2121,May Be,No,High,Low,1
2122,May Be,No,High,Low,1
2123,May Be,No,High,Low,1
2124,May Be,No,High,Low,1
2125,May Be,No,High,Low,1
2126,May Be,No,High,Low,1
2127,May Be,No,High,Low,1
2128,May Be,No,High,Low,1
2129,May Be,No,High,Low,1
2130,May Be,No,High,Low,1
2131,May Be,No,High,Low,1
2132,May Be,No,High,Low,1
2133,May Be,No,High,Low,1
2134,May Be,No,High,Low,1
2135,May Be,No,High,Low,1
2136,May Be,No,High,Low,1
2137,May Be,No,High,Low,1
2138,May Be,No,High,Low,1
2139,May Be,No,High,Low,1
2140,May Be,No,High,Low,1
2141,May Be,No,High,Low,1
2142,May Be,No,High,Moderate,2
2143,May Be,No,High,Moderate,2
2144,May Be,No,High,Moderate,2
2145,May Be,No,High,Moderate,2
2146,May Be,No,High,Moderate,2
2147,May Be,No,High,Moderate,2
2148,May Be,No,High,Moderate,2
2149,May Be,No,High,Moderate,2
2150,May Be,No,High,Moderate,2
2151,May Be,No,High,Moderate,2
2152,May Be,No,High,Moderate,2
2153,May Be,No,High,Moderate,2
2154,May Be,No,High,Moderate,2
2155,May Be,No,High,Moderate,2
2156,May Be,No,High,Moderate,2
2157,May Be,No,High,Moderate,2
2158,May Be,No,High,Moderate,2
2159,May Be,No,High,Moderate,2
2160,May Be,No,High,Moderate,2
2161,May Be,No,High,Moderate,2
2162,May Be,No,High,Moderate,2
2163,May Be,No,High,Moderate,2
2164,May Be,No,High,Moderate,2
2165,May Be,No,High,Moderate,2
2166,May Be,No,High,Moderate,2
2167,May Be,No,High,Moderate,2
2168,May Be,No,High,Moderate,2
2169,May Be,No,High,Moderate,2
2170,May Be,No,High,Moderate,2
2171,May Be,No,High,Moderate,2
2172,May Be,No,High,Moderate,2
2173,May Be,No,High,Moderate,2
2174,May Be,No,High,Moderate,2
2175,May Be,No,High,Moderate,2
2176,May Be,No,High,Moderate,2
2177,May Be,No,High,Moderate,2
2178,May Be,No,High,Moderate,2
2179,May Be,No,High,Moderate,2
2180,May Be,No,High,Moderate,2
2181,May Be,No,High,Moderate,2
2182,May Be,No,High,Moderate,2
2183,May Be,No,High,Moderate,2
2184,May Be,No,High,Moderate,2
2185,May Be,No,High,High,4
2186,May Be,No,High,High,4
2187,May Be,No,High,High,4
2188,May Be,No,High,High,4
2189,May Be,No,High,High,4
2190,May Be,No,High,High,4
2191,May Be,No,High,High,4
2192,May Be,No,High,High,4
2193,May Be,No,High,High,4
2194,May Be,No,High,High,4
2195,May Be,No,High,High,4
2196,May Be,No,High,High,4
2197,May Be,No,High,High,4
2198,May Be,No,High,High,4
2199,May Be,No,High,High,4
2200,May Be,No,High,High,4
2201,May Be,No,High,High,4
2202,May Be,No,High,High,4
2203,May Be,No,High,High,4
2204,May Be,No,High,High,4
2205,May Be,No,High,High,4
2206,May Be,No,High,High,4
2207,May Be,No,High,High,4
2208,May Be,No,High,High,4
2209,May Be,No,High,High,4
2210,May Be,No,High,High,4
2211,May Be,No,High,High,4
2212,May Be,No,High,High,4
2213,May Be,No,High,High,4
2214,May Be,No,High,High,4
2215,May Be,No,High,High,4
2216,May Be,No,High,High,4
2217,May Be,No,High,High,4
2218,May Be,No,High,High,4
2219,May Be,No,High,High,4
2220,May Be,No,High,High,4
2221,May Be,No,High,High,4
2222,May Be,No,High,High,4
2223,May Be,No,High,High,4
2224,May Be,No,High,High,4
2225,May Be,No,High,High,4
2226,May Be,No,High,High,4
2227,May Be,No,High,High,4
2228,May Be,No,High,High,4
2229,May Be,No,High,High,4
2230,May Be,No,High,High,4
2231,May Be,No,High,High,4
2232,May Be,No,High,High,4
2233,May Be,No,High,High,4
2234,May Be,No,High,High,4
2235,May Be,No,High,High,4
2236,May Be,No,High,High,4
2237,May Be,No,High,High,4
2238,May Be,No,High,High,4
2239,May Be,No,High,High,4
2240,May Be,No,High,High,4
2241,May Be,No,High,High,4
2242,May Be,No,High,High,4
2243,May Be,No,High,High,4
2244,May Be,No,High,High,4
2245,May Be,No,High,High,4
2246,May Be,No,High,High,4
2247,May Be,No,High,High,4
2248,May Be,No,High,High,4
2249,May Be,No,High,High,4
2250,May Be,No,High,High,4
2251,May Be,No,High,High,4
2252,May Be,No,High,High,4
2253,May Be,No,High,High,4
2254,May Be,No,High,High,4
2255,May Be,No,High,High,4
2256,May Be,No,High,High,4
2257,May Be,No,High,High,4
2258,May Be,No,High,High,4
2259,May Be,No,High,High,4
2260,May Be,No,High,High,4
2261,May Be,No,High,High,4
2262,May Be,No,High,High,4
2263,May Be,No,High,High,4
2264,May Be,No,High,High,4
2265,May Be,No,High,High,4
2266,May Be,No,High,High,4
2267,May Be,No,High,High,4
2268,May Be,May Be,Low,Low,0
2269,May Be,May Be,Low,Low,0
2270,May Be,May Be,Low,Low,0
2271,May Be,May Be,Low,Low,0
2272,May Be,May Be,Low,Low,0
2273,May Be,May Be,Low,Low,0
2274,May Be,May Be,Low,Low,0
2275,May Be,May Be,Low,Low,0
2276,May Be,May Be,Low,Low,0
2277,May Be,May Be,Low,Low,0
2278,May Be,May Be,Low,Low,0
2279,May Be,May Be,Low,Low,0
2280,May Be,May Be,Low,Low,0
2281,May Be,May Be,Low,Low,0
2282,May Be,May Be,Low,Low,0
2283,May Be,May Be,Low,Low,0
2284,May Be,May Be,Low,Low,0
2285,May Be,May Be,Low,Low,0
2286,May Be,May Be,Low,Low,0
2287,May Be,May Be,Low,Low,0
2288,May Be,May Be,Low,Low,0
2289,May Be,May Be,Low,Low,0
2290,May Be,May Be,Low,Low,0
2291,May Be,May Be,Low,Low,0
2292,May Be,May Be,Low,Low,0
2293,May Be,May Be,Low,Low,0
2294,May Be,May Be,Low,Low,0
2295,May Be,May Be,Low,Low,0
2296,May Be,May Be,Low,Low,0
2297,May Be,May Be,Low,Low,0
2298,May Be,May Be,Low,Low,0
2299,May Be,May Be,Low,Low,0
2300,May Be,May Be,Low,Low,0
2301,May Be,May Be,Low,Low,0
2302,May Be,May Be,Low,Low,0
2303,May Be,May Be,Low,Low,0
2304,May Be,May Be,Low,Low,0
2305,May Be,May Be,Low,Low,0
2306,May Be,May Be,Low,Low,0
2307,May Be,May Be,Low,Low,0
2308,May Be,May Be,Low,Low,0
2309,May Be,May Be,Low,Low,0
2310,May Be,May Be,Low,Low,0
2311,May Be,May Be,Low,Low,0
2312,May Be,May Be,Low,Low,0
2313,May Be,May Be,Low,Low,0
2314,May Be,May Be,Low,Low,0
2315,May Be,May Be,Low,Low,0
2316,May Be,May Be,Low,Low,0
2317,May Be,May Be,Low,Low,0
2318,May Be,May Be,Low,Low,0
2319,May Be,May Be,Low,Low,0
2320,May Be,May Be,Low,Low,0
2321,May Be,May Be,Low,Low,0
2322,May Be,May Be,Low,Low,0
2323,May Be,May Be,Low,Low,0
2324,May Be,May Be,Low,Low,0
2325,May Be,May Be,Low,Low,0
2326,May Be,May Be,Low,Low,0
2327,May Be,May Be,Low,Low,0
2328,May Be,May Be,Low,Low,0
2329,May Be,May Be,Low,Low,0
2330,May Be,May Be,Low,Low,0
2331,May Be,May Be,Low,Low,0
2332,May Be,May Be,Low,Low,0
2333,May Be,May Be,Low,Low,0
2334,May Be,May Be,Low,Low,0
2335,May Be,May Be,Low,Low,0
2336,May Be,May Be,Low,Low,0
2337,May Be,May Be,Low,Low,0
2338,May Be,May Be,Low,Low,0
2339,May Be,May Be,Low,Low,0
2340,May Be,May Be,Low,Low,0
2341,May Be,May Be,Low,Low,0
2342,May Be,May Be,Low,Low,0
2343,May Be,May Be,Low,Low,0
2344,May Be,May Be,Low,Low,0
2345,May Be,May Be,Low,Low,0
2346,May Be,May Be,Low,Low,0
2347,May Be,May Be,Low,Low,0
2348,May Be,May Be,Low,Low,0
2349,May Be,May Be,Low,Low,0
2350,May Be,May Be,Low,Low,0
2351,May Be,May Be,Low,Low,0
2352,May Be,May Be,Low,Low,0
2353,May Be,May Be,Low,Low,0
2354,May Be,May Be,Low,Low,0
2355,May Be,May Be,Low,Low,0
2356,May Be,May Be,Low,Low,0
2357,May Be,May Be,Low,Low,0
2358,May Be,May Be,Low,Low,0
2359,May Be,May Be,Low,Low,0
2360,May Be,May Be,Low,Low,0
2361,May Be,May Be,Low,Low,0
2362,May Be,May Be,Low,Low,0
2363,May Be,May Be,Low,Low,0
2364,May Be,May Be,Low,Low,0
2365,May Be,May Be,Low,Low,0
2366,May Be,May Be,Low,Low,0
2367,May Be,May Be,Low,Low,0
2368,May Be,May Be,Low,Low,0
2369,May Be,May Be,Low,Low,0
2370,May Be,May Be,Low,Low,0
2371,May Be,May Be,Low,Low,0
2372,May Be,May Be,Low,Low,0
2373,May Be,May Be,Low,Low,0
2374,May Be,May Be,Low,Low,0
2375,May Be,May Be,Low,Low,0
2376,May Be,May Be,Low,Low,0
2377,May Be,May Be,Low,Low,0
2378,May Be,May Be,Low,Low,0
2379,May Be,May Be,Low,Moderate,1
2380,May Be,May Be,Low,Moderate,1
2381,May Be,May Be,Low,Moderate,1
2382,May Be,May Be,Low,Moderate,1
2383,May Be,May Be,Low,Moderate,1
2384,May Be,May Be,Low,Moderate,1
2385,May Be,May Be,Low,Moderate,1
2386,May Be,May Be,Low,Moderate,1
2387,May Be,May Be,Low,Moderate,1
2388,May Be,May Be,Low,Moderate,1
2389,May Be,May Be,Low,Moderate,1
2390,May Be,May Be,Low,Moderate,1
2391,May Be,May Be,Low,Moderate,1
2392,May Be,May Be,Low,Moderate,1
2393,May Be,May Be,Low,Moderate,1
2394,May Be,May Be,Low,Moderate,1
2395,May Be,May Be,Low,Moderate,1
2396,May Be,May Be,Low,Moderate,1
2397,May Be,May Be,Low,Moderate,1
2398,May Be,May Be,Low,Moderate,1
2399,May Be,May Be,Low,Moderate,1
2400,May Be,May Be,Low,Moderate,1
2401,May Be,May Be,Low,Moderate,1
2402,May Be,May Be,Low,Moderate,1
2403,May Be,May Be,Low,Moderate,1
2404,May Be,May Be,Low,Moderate,1
2405,May Be,May Be,Low,Moderate,1
2406,May Be,May Be,Low,Moderate,1
2407,May Be,May Be,Low,Moderate,1
2408,May Be,May Be,Low,Moderate,1
2409,May Be,May Be,Low,Moderate,1
2410,May Be,May Be,Low,Moderate,1
2411,May Be,May Be,Low,Moderate,1
2412,May Be,May Be,Low,Moderate,1
2413,May Be,May Be,Low,Moderate,1
2414,May Be,May Be,Low,Moderate,1
2415,May Be,May Be,Low,Moderate,1
2416,May Be,May Be,Low,Moderate,1
2417,May Be,May Be,Low,Moderate,1
2418,May Be,May Be,Low,Moderate,1
2419,May Be,May Be,Low,Moderate,1
2420,May Be,May Be,Low,Moderate,1
2421,May Be,May Be,Low,Moderate,1
2422,May Be,May Be,Low,Moderate,1
2423,May Be,May Be,Low,Moderate,1
2424,May Be,May Be,Low,Moderate,1
2425,May Be,May Be,Low,Moderate,1
2426,May Be,May Be,Low,Moderate,1
2427,May Be,May Be,Low,Moderate,1
2428,May Be,May Be,Low,Moderate,1
2429,May Be,May Be,Low,High,2
2430,May Be,May Be,Low,High,2
2431,May Be,May Be,Low,High,2
2432,May Be,May Be,Low,High,2
2433,May Be,May Be,Low,High,2
2434,May Be,May Be,Low,High,2
2435,May Be,May Be,Low,High,2
2436,May Be,May Be,Low,High,2
2437,May Be,May Be,Low,High,2
2438,May Be,May Be,Low,High,2
2439,May Be,May Be,Low,High,2
2440,May Be,May Be,Low,High,2
2441,May Be,May Be,Low,High,2
2442,May Be,May Be,Low,High,2
2443,May Be,May Be,Low,High,2
2444,May Be,May Be,Low,High,2
2445,May Be,May Be,Low,High,2
2446,May Be,May Be,Low,High,2
2447,May Be,May Be,Low,High,2
2448,May Be,May Be,Low,High,2
2449,May Be,May Be,Low,High,2
2450,May Be,May Be,Low,High,2
2451,May Be,May Be,Low,High,2
2452,May Be,May Be,Low,High,2
2453,May Be,May Be,Low,High,2
2454,May Be,May Be,Low,High,2
2455,May Be,May Be,Low,High,2
2456,May Be,May Be,Low,High,2
2457,May Be,May Be,Low,High,2
2458,May Be,May Be,Low,High,2
2459,May Be,May Be,Low,High,2
2460,May Be,May Be,Low,High,2
2461,May Be,May Be,Low,High,2
2462,May Be,May Be,Low,High,2
2463,May Be,May Be,Low,High,2
2464,May Be,May Be,Low,High,2
2465,May Be,May Be,Low,High,2
2466,May Be,May Be,Low,High,2
